nombre	domicilio	departamento	localidad	codpos	cuidad	referente	tel	com_gestion	com_gestion_firmante	fecha_comp_ges	fecha_fin_comp_ges	com_gestion_pago_indirecto	tercero_admin	tercero_admin_firmante	fecha_tercero_admin	fecha_fin_tercero_admin	cuie	usuario	fecha_modificacion	dni_firmante_actual	com_gestion_firmante_actual	n_2008	n_2009	id_nomenclador_detalle	id_zona_sani	mail	padre
ALECRIN		112	040	3364	SAN PEDRO			FALSO     				FALSO     					N71121							10	11	                                        	N05433
LA INTER		049	020	3366	BERNARDO DE YRIGOYEN			FALSO     				FALSO     					N71122							10	11	                                        	N05433
GUAVYRA POTY (SANTA RITA)		112	040	3364	SAN PEDRO			FALSO     				FALSO     					N71123							10	11	                                        	N05433
YABOTY MINI		112	040	3364	SAN PEDRO			FALSO     				FALSO     					N71124							10	11	                                        	N05433
ITA CHI		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71125							10	11	                                        	N05363
Y HAKA MIRI		035	020	3355	CONCEPCION DE LA SIERRA			FALSO     				FALSO     					N77001							10	7	                                        	N03163
OJO DE AGUA		035	040	3355	SANTA MARIA			FALSO     				FALSO     					N77002							10	7	                                        	N03163
PINDO YU		035	040	3355	SANTA MARIA			FALSO     				FALSO     					N77003							10	7	                                        	N03163
YVOTY OKARA		021	010	3317	BOMPLAND			FALSO     				FALSO     					N77004							10	7	                                        	N05164
PINDO TYMI		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78006							10	8	                                        	N05165
SANTA ANA POTY		021	080	3316	SANTA ANA			FALSO     				FALSO     					N78007							10	8	                                        	N05163
SANTA ANA MIRI		021	080	3316	SANTA ANA			FALSO     				FALSO     					N78008							10	8	                                        	N05163
COLONIA ANDRESITO		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78009							10	8	                                        	N05165
YVY POTY		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78010							10	8	                                        	N05165
CHAPAI		098	050	3324	GOBERNADOR ROCA			FALSO     				FALSO     					N78011							10	8	                                        	N05242
ÑU PORA		098	050	3324	GOBERNADOR ROCA			FALSO     				FALSO     					N78012							10	8	                                        	N05242
GUAZURARI		098	050	3324	GOBERNADOR ROCA			FALSO     				FALSO     					N78013							10	8	                                        	N05242
KOKUEREI		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78014							10	8	                                        	N05165
SAN IGNACIO MIRI		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78016							10	8	                                        	N05165
TAKUARAL		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78017							10	8	                                        	N05165
MBAE PUPORA		098	070	3328	HIPOLITO YRIGOYEN			FALSO     				FALSO     					N78018							10	8	                                        	N05239
SAPUCAY		098	070	3328	HIPOLITO YRIGOYEN			FALSO     				FALSO     					N78019							10	8	                                        	N05239
ITA POTY		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N78020							10	8	                                        	N03172
GUAPORAYTY		098	070	3328	HIPOLITO YRIGOYEN			FALSO     				FALSO     					N78021							10	8	                                        	N05239
LEONI TABAY		077	050	3332	PUERTO LEONI			FALSO     				FALSO     					N78022							10	8	                                        	N05230
LEONI POTY		077	050	3332	PUERTO LEONI			FALSO     				FALSO     					N78023							10	8	                                        	N05230
TEKOA GUARANI		077	050	3332	PUERTO LEONI			FALSO     				FALSO     					N78024							10	8	                                        	N05230
TEKOA PORA		077	050	3332	PUERTO LEONI			FALSO     				FALSO     					N78025							10	8	                                        	N05230
ÑAMANDU		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N78026							10	8	                                        	N03172
AZUL		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N78027							10	8	                                        	N03172
TAMANDUAI		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N78028							10	8	                                        	N03172
PIRACUA		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N78029							10	8	                                        	N03172
MARANGATU		077	010	3332	CAPIOVI			FALSO     				FALSO     					N78030							10	8	                                        	N05168
TEKOA MIRI		077	060	3334	PUERTO RICO			FALSO     				FALSO     					N78031							10	8	                                        	N20000
IVIRA POTY		077	030	3334	GARUHAPE			FALSO     				FALSO     					N78032							10	8	                                        	N05169
Y HOVY		077	030	3334	GARUHAPE			FALSO     				FALSO     					N78033							10	8	                                        	N05169
PUENTE QUEMADO I		077	030	3334	GARUHAPE			FALSO     				FALSO     					N78034							10	8	                                        	N05169
PUENTE QUEMADO II		077	030	3334	GARUHAPE			FALSO     				FALSO     					N78035							10	8	                                        	N05169
TAJY POTY		098	080	3328	JARDIN AMERICA			FALSO     				FALSO     					N78036							10	8	                                        	N10483
INVERNADA (KAATIMY)		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78037							10	8	                                        	N05165
URUNDAYTY		021	060	3308	PROFUNDIDAD			FALSO     				FALSO     					N78038							10	8	                                        	N03157
YVY PORA		021	080	3316	SANTA ANA			FALSO     				FALSO     					N78039							10	8	                                        	N05163
MBOCA YATY		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N78040							10	8	                                        	N05165
YVY PITA		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N78041							10	8	                                        	N03172
ÑO HOVY		021	080	3316	SANTA ANA			FALSO     				FALSO     					N78042							10	8	                                        	N05163
TEKOA ARA POTY		119	030	3363	COLONIA AURORA			FALSO     				FALSO     					N79006							10	9	                                        	N05173
GUAPO-Y (PJE. SARACURA)		014	010	3364	ARISTOBULO DEL VALLE			FALSO     				FALSO     					N79007							10	9	                                        	N05175
TIERRA BLANCA (RUTA 7)		014	020	3362	CAMPO GRANDE			FALSO     				FALSO     					N79008							10	9	                                        	N05176
YATEMI		021	050	s/n	MARTIRES			FALSO     				FALSO     					N79009							10	9	                                        	N05211
KAA POTY		014	020	3362	CAMPO GRANDE			FALSO     				FALSO     					N79010							10	9	                                        	N05176
DIRECCIÓN DE ZONA DE SALUD SUR	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	GRACIELA MIRIM KRIEGER	03752 448547             	VERDADERO 	GRACIELA MIRIM KRIEGER	2008-05-21	2011-12-31	FALSO     					N95611				GRACIELA MIRIM KRIEGER			10	7	                                        	
DIRECCIÓN DE ZONA DE SALUD NORTE PARANA	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	DR. FABIO MARTINEZ	03751-15-411713          	VERDADERO 	FABIO MARTÍNEZ	2008-05-26	2011-12-31	FALSO     					N95613				FABIO MARTÍNEZ			10	10	                                        	
DIRECCIÓN DE ZONA DE SALUD CAPITAL	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DRA. STELLA MARIS MUÑOZ DE CRIBB	03752 448548             	VERDADERO 	STELLA MARIS MUÑOZ DE CRIBB	2008-05-08	2011-12-31	FALSO     					N95614				STELLA MARIS MUÑOZ DE CRIBB			10	6	                                        	
CIC APOSTOLES	Bº 200 VIV. URQUIZA Y ESPERANZA	007	010	3350	APOSTOLES	JOSÉ ANTONIO GONZÁLEZ	                         	VERDADERO 	JOSÉ ANTONIO GONZÁLEZ	2007-04-12	2011-12-31	VERDADERO 	N95611	JORGE EDUARDO RODRIGUEZ	2008-03-26	2009-12-31	N95718				JOSÉ ANTONIO GONZÁLEZ			10	7	                                        	
CAPS SAN ISIDRO KM 1251	RUTA 14 KM 1251	056	030	3364	SAN VICENTE	LIZ CATHERINE CÁCERES	                         	VERDADERO 	LIZ CATHERINE CÁCERES	2007-10-22	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N95719				LIZ CATHERINE CÁCERES			10	11	                                        	
C.I.C 2 DE MAYO	ADOLFO J. POMAR Y MARTÍN M. DE GUEMES	014	030	3364	2 DE MAYO	DRA. JULIA DALILA BUHL		VERDADERO 	DRA. JULIA DALILA BUHL	2007-11-26	2011-12-31	VERDADERO 	N05174	DRA. JULIA DALILA BUHL	2006-07-01	2009-12-31	N95720				DRA. JULIA DALILA BUHL			10	9	                                        	
CAPS EL SALTITO	EL SALTITO 1	014	030	3364	2 DE MAYO	EDUARDO SÁNCHEZ	                         	VERDADERO 	EDUARDO SÁNCHEZ	2007-11-26	2011-12-31	VERDADERO 	N05174	DRA. JULIA DALILA BUHL	2008-12-31	2009-12-31	N95721				EDUARDO SÁNCHEZ			10	9	                                        	
CAPS GRAL URQUIZA	GENERAL URQUIZA	014	010	3364	ARISTOBULO DEL VALLE	DRA. MARÍA SILVIA PATRICIA PANERO		VERDADERO 	MARÍA SILVIA PATRICIA PANERO	2008-02-14	2011-12-31	VERDADERO 	N05175	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2009-12-31	N95722				MARÍA SILVIA PATRICIA PANERO			10	9	                                        	
CAPS CAPII POTY	CAPII POTY	014	010	3364	ARISTOBULO DEL VALLE	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2008-02-14	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N95723				ADRIÁN SALDÍAS			10	9	                                        	
CAPS LOS PUMAS	LOS PUMAS	014	010	3364	ARISTOBULO DEL VALLE	DRA. MARÍA SILVIA PATRICIA PANERO		VERDADERO 	MARÍA SILVIA PATRICIA PANERO	2008-02-14	2011-12-31	VERDADERO 	N05175	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2009-12-31	N95724				MARÍA SILVIA PATRICIA PANERO			10	9	                                        	
C.I.C DE ARISTÓBULO DEL VALLE	ARISTÓBULO DEL VALLE	014	010	3364	ARISTOBULO DEL VALLE	MARÍA MARTA NORO		VERDADERO 	MARÍA MARTA NORO	2011-06-01	2011-12-31	VERDADERO 	N05175	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2009-12-31	N95725				MARÍA MARTA NORO			10	9	                                        	
CENTRO DE VACUNACIÓN ZONA NORTE PARANÁ	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	SONIA VILLALBA		VERDADERO 	SONIA VILLALBA	2008-03-03	2011-12-31	VERDADERO 	N95613	FABIO MARTÍNEZ	2008-03-26	2009-12-31	N95726				SONIA VILLALBA			10	10	                                        	
DIRECCIÓN DE ZONA DE SALUD CENTRO PARANÁ	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DR. JOSÉ ANTONIO RANIERI	03752-470343             	VERDADERO 	JOSÉ ANTONIO RANIERI	2008-05-12	2011-12-31	FALSO     					N95727				JOSÉ ANTONIO RANIERI			10	6	                                        	
DIRECCIÓN DE ZONA DE SALUD CENTRO URUGUAY	PINCEN Y FEDERACION	091	080	3360	OBERA	HÉCTOR PROEZA	03755-15-537432          	VERDADERO 	HÉCTOR PROEZA	2008-05-13	2011-12-31	FALSO     					N95728				HÉCTOR PROEZA			10	9	                                        	
DIRECCIÓN DE ZONA DE SALUD NORESTE	ROQUE GONZALEZ 244	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	03751-15-403470          	VERDADERO 	CRISTIAN CRISTALDO	2008-05-08	2011-12-31	FALSO     					N95729				CRISTIAN CRISTALDO			10	10	                                        	
AREA PROGRAMÁTICA II	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DRA. PATRICIA VELAZQUEZ	03758-15649463           	FALSO     		1900-01-01		FALSO     					N95730							10	6	                                        	
AREA PROGRAMÁTICA I	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DR. ANGEL REYES	03752-482514             	FALSO     		1900-01-01		FALSO     					N95731							10	6	                                        	
AREA PROGRAMÁTICA III	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DRA. CARMEN JOSEFA KRUK	03752-15575911           	FALSO     		1900-01-01		FALSO     					N95732							10	6	                                        	
AREA PROGRAMÁTICA IV	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	SIN NOMBRAMIENTO		FALSO     		1900-01-01		FALSO     					N95733							10	6	                                        	
AREA PROGRAMÁTICA V	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DR. NÉSTOR FRANCISCO RAIMONDO	03754-15499092           	FALSO     		1900-01-01		FALSO     					N95734							10	6	                                        	
AREA PROGRAMÁTICA VI	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	SIN NOMBRAMIENTO		FALSO     		1900-01-01		FALSO     					N95735							10	6	                                        	
AREA PROGRAMÁTICA VII	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	SIN NOMBRAMIENTO		FALSO     		1900-01-01		FALSO     					N95736							10	6	                                        	
AREA PROGRAMÁTICA VIII	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	SRA. MIRTA RIVERO	03752-15-530444          	FALSO     		1900-01-01		FALSO     					N95737							10	6	                                        	
AREA PROGRAMÁTICA IX	AV. TIERRA DEL FUEGO	028	030	3300	POSADAS	DR. SERGIO LOPEZ ATRIO	03743-15-410654          	FALSO     		1900-01-01		FALSO     					N95738							10	6	                                        	
AREA PROGRAMÁTICA X	PINCEN Y FEDERACION	091	080	3360	OBERA	HÉCTOR PROEZA	03755-15-537432          	FALSO     		1900-01-01		FALSO     					N95739							10	9	                                        	
AREA PROGRAMÁTICA XI	PINCEN Y FEDERACION	091	080	3360	OBERA	DRA. ILIONA ARREDONDO BERKOVA	03755-406655             	FALSO     		1900-01-01		FALSO     					N95740							10	9	                                        	
AREA PROGRAMÁTICA XII	PINCEN Y FEDERACION	091	080	3360	OBERA	DRA. MÓNICA GRACIELA CASCO	03755-15-411476          	FALSO     		1900-01-01		FALSO     					N95741							10	9	                                        	
AREA PROGRAMÁTICA XIII	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	DRA. ANDREA ROSCHMOCER	03751-15-530202          	FALSO     		1900-01-01		FALSO     					N95742							10	10	                                        	
AREA PROGRAMÁTICA XIV	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	DR. JULIO GALARZA	03751-15-503921          	FALSO     		1900-01-01		FALSO     					N95743							10	10	                                        	
AREA PROGRAMÁTICA XV	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	RUPERTO DANIEL MARTÍNEZ	03757-15-544060          	FALSO     		1900-01-01		FALSO     					N95744							10	10	                                        	
AREA PROGRAMÁTICA XVI	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	ING. RAÚL J. ZARZA	03757-15-444159          	FALSO     		1900-01-01		FALSO     					N95745							10	10	                                        	
AREA PROGRAMÁTICA XVII	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	DR. DANIEL CACERES	03751-15-545617          	FALSO     		1900-01-01		FALSO     					N95746							10	10	                                        	
AREA PROGRAMÁTICA XVIII	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	DR. CRISTIAN CRISTALDO	03751-15-537204          	FALSO     		1900-01-01		FALSO     					N95747							10	10	                                        	
AREA PROGRAMÁTICA XIX	AV. SAN MARTÍN 2757	042	020	3380	ELDORADO	DRA. SANDRA BESOLD	03755-15-502978          	FALSO     		1900-01-01		FALSO     					N95748							10	10	                                        	
COLEGIO NUTRICIONISTAS DE LA PROVINCIA DE MISIONES	RIVADAVIA Nº 1642, 4º PISO "E"	028	030	3300	POSADAS	MARÍA ESTHER ZADOROZNE		VERDADERO 	MARÍA ESTHER ZADOROZNE	2008-05-13	2011-12-31	FALSO     					N95750				MARÍA ESTHER ZADOROZNE			10	6	                                        	
CAPS PARAJE CASCABEL	PARAJE CASCABEL	035	040	3355	SANTA MARIA	DRA. CARMEN VALLEJOS	                         	VERDADERO 	DRA. CARMEN VALLEJOS	2008-05-27	2011-12-31	VERDADERO 	N95611	JORGE EDUARDO RODRÍGUEZ	2008-03-26	2009-12-31	N95752				DRA. CARMEN VALLEJOS			10	7	                                        	
CAPS KM 40	RUTA PCIAL. 4 - KM 40	070	070	3315	LEANDRO N ALEM	HUGO OZUNA		VERDADERO 	HUGO OZUNA	2008-06-17	2011-12-31	VERDADERO 	N05170	GRACIELA MIRIN KRIEGER	2006-07-01	2009-12-31	N95753				HUGO OZUNA			10	7	                                        	
DIRECCIÓN DE PROGRAMAS COMUNITARIOS DE APS	TUCUMÁN 2174 - 2º PISO	028	030	3300	POSADAS	DORA M. RÍOS DE SALDÍAS	03752-447120             	FALSO     	DORA M. RÍOS DE SALDÍAS			FALSO     			2008-07-11	2009-12-31	N95754				DORA M. RÍOS DE SALDÍAS			10	6	                                        	
CAPS Nº 2	LOTE 15, MANZANA 10 DE VILLA BONITA	091	020	3361	CAMPO RAMON	LUCÍA BEATRIZ FILIPPIN		VERDADERO 	LUCÍA BEATRÍZ FILIPPIN	2008-07-04	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N95755				LUCÍA BEATRÍZ FILIPPIN			10	9	                                        	
CAPS BARRIO ESPERANZA	BARRIO ESPERANZA	035	020	3355	CONCEPCION DE LA SIERRA	DANIEL EDUARDO BOGADO		VERDADERO 	DANIEL EDUARDO BOGADO	2008-07-04	2011-12-31	VERDADERO 	N95611	JORGE EDUARDO RODRÍGUEZ	2008-03-26	2009-12-31	N95756				DANIEL EDUARDO BOGADO			10	7	                                        	
CAPS BARRIO FRANCÉS	Bº EL FRANCES	098	040	s/n	GRAL URQUIZA	EDUARDO GUILLERMO CHAVEZ	                         	VERDADERO 	EDUARDO GUILLERMO CHAVEZ	2008-07-04	2011-12-31	VERDADERO 	N95737	MIRTA ANGÉLICA RIVERO	2008-12-15	2009-12-31	N95757				EDUARDO GUILLERMO CHAVEZ			10	8	                                        	
CAPS BARRIO ÑACANGUAZÚ	BARRIO ÑACANGUAZÚ AV GENERAL MANUEL BELGRANO	098	070	3328	HIPOLITO YRIGOYEN	IRMA GONZÁLEZ	                         	VERDADERO 	IRMA GONZÁLEZ	2008-07-03	2011-12-31	VERDADERO 		ROSSANA ACOSTA	2008-12-15	2009-12-31	N95758				IRMA GONZÁLEZ			10	8	                                        	
CAPS KAAGUY PORA	ALDEA ABORIGEN CAHUY PORÁ	049	010	s/n	CMTE GUACURARY	ADRIÁN SALDÍAS	03757-497061             	VERDADERO 	ADRIÁN SALDÍAS	2008-08-15	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N95759				ADRIÁN SALDÍAS			10	11	                                        	
CAPS TEKOA ARANDU	POZO AZUL	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO		VERDADERO 	CRISTIAN CRISTALDO	2006-07-01	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N95760				CRISTIAN CRISTALDO			10	11	                                        	
CIC SAN VICENTE	BARRIO SAN ROQUE GONZÁLEZ KM. 61	056	030	3364	SAN VICENTE	LIZ ELIZABETH CÁCERES	03755-460133             	VERDADERO 	LIZ CATHERINE CÁCERES	2008-09-18	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N95761				LIZ CATHERINE CÁCERES			10	11	                                        	
CAPS KATUPYRY	SAN IGNACIO	098	110	3322	SAN IGNACIO	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2008-08-15	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N95762				ADRIÁN SALDÍAS			10	8	                                        	
ESCUELA DE ENFERMERÍA DE LA FCEQYN DE LA UNAM	AVDA. LÓPEZ TORRES 3415	028	030	3300	POSADAS	NORA MARGARITA JACQUIER		VERDADERO 	NORA MARGARITA JACQUIER	2008-09-16	2011-12-31	FALSO     					N95763				NORA MARGARITA JACQUIER			10	6	                                        	
CAPS BARRIO PARQUE	MANUEL DORREGO S/N	063	020	3374	LIBERTAD	CLAUDIA PIRISI		VERDADERO 	CLAUDIA PIRISI	2008-11-03	2011-12-31	VERDADERO 		HUGO CÉSAR FERREIRA	2008-11-03	2009-12-31	N95764				CLAUDIA PIRISI			10	10	                                        	
MUNICIPALIDAD PUERTO LIBERTAD	AVDA. HIPÓLITO YRIGOYEN Nº 851	063	020	3374	LIBERTAD	HUGO CÉSAR FERREIRA		FALSO     				FALSO     		HUGO CÉSAR FERREIRA	2008-11-03	2009-12-31	N95765							10	10	                                        	
MUNICIPALIDAD PUERTO IGUAZÚ	AVDA. TRES FRONTERAS Nº 122	063	030	3370	IGUAZU	SERGIO ANTONIO ROPKE		FALSO     				FALSO     		SERGIO ANTONIO ROPKE	2008-12-15	2009-12-31	N95766							10	10	                                        	
BARRIO EVA PERÓN (EX HELVECIA)	Bº EVA PERÓN A 100 MTS DE LA RUTA NAC. 12	098	070	3328	HIPOLITO YRIGOYEN	IRMA GONZÁLEZ	                         	VERDADERO 	IRMA GONZÁLEZ	2008-07-03	2011-12-31	VERDADERO 	N95748	MIRTA ANGÉLICA RIVERO	2008-12-15	2009-12-31	N95767				IRMA GONZÁLEZ			10	8	                                        	
BARRIO SAN CAYETANO		063	020	3374	LIBERTAD			VERDADERO 		2008-12-29	2011-12-31	FALSO     					N95768							10	10	                                        	
BARRIO COOPERATIVA		063	020	3374	LIBERTAD			VERDADERO 		2008-12-29	2011-12-31	FALSO     					N95769							10	10	                                        	
ALDEA GUAPOÍ		063	020	3374	LIBERTAD			VERDADERO 		2008-12-29	2011-12-31	FALSO     					N95770							10	10	                                        	
MUNICIPALIDAD DE GARUPÁ	AV. SAN MARTÍN S/N	028	010	3304	GARUPA	ADOLFO LUIS KLEKAIRO		FALSO     				FALSO     		ADOLFO LUIS KLEKAIRO	2009-03-15	2009-12-31	N95771							10	6	                                        	
CAPS Nº 33	BARRIO SAN ISIDRO	028	030	3300	POSADAS	MARÍA DEL CARMEN PERRI		VERDADERO 	MARÍA DEL CARMEN PERRI	2009-05-04	2011-12-31	FALSO     	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N95772				MARÍA DEL CARMEN PERRI			10	6	                                        	
CAPS PARAJE SARMIENTO	PARAJE SARMIENTO	049	050	3366	SAN ANTONIO	DR. DANIEL OSVALDO CÁCERES		VERDADERO 	DR. DANIEL OSVALDO CÁCERES	2009-06-17	2011-12-31	VERDADERO 	N03166	DR. DANIEL OSVALDO CÁCERES	2006-07-01	2009-12-31	N95773				DR. DANIEL OSVALDO CÁCERES			10	11	                                        	
CAPS PARAJE KM. 130	PARAJE KM. 130	049	050	3366	SAN ANTONIO	DR. DANIEL OSVALDO CÁCERES		VERDADERO 	DR. DANIEL OSVALDO CÁCERES	2009-06-17	2011-12-31	VERDADERO 	N03166	DR. DANIEL OSVALDO CÁCERES	2006-07-01	2009-12-31	N95774				DR. DANIEL OSVALDO CÁCERES			10	11	                                        	
MUNICIPALIDAD DE CAMPO RAMÓN	EX RUTA 103 S/N	091	020	3361	CAMPO RAMON	GREGORIO VÍCTOR FRANKOWSKI		FALSO     				FALSO     		GREGORIO VÍCTOR FRANKOWSKI	2009-10-19	2010-12-31	N95775							10	9	                                        	
CAPS SAN JUAN	RUTA PROVINCIAL 16, COLONIA SAN JUAN	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO		VERDADERO 	CRISTIAN CRISTALDO	2010-01-04	2011-12-31	VERDADERO 	N95729	CRISTIAN CRISTALDO	2008-10-10	2010-12-31	N95778				CRISTIAN CRISTALDO			10	11	                                        	
MUNICIPALIDAD DE SAN PEDRO	AVDA. GÜEMES Nº 627	112	040	3364	SAN PEDRO	ERNESTO ANSELMO DORNELLES	03751 470222             	FALSO     				FALSO     		ERNESTO DORNELLES	2010-03-22	2011-12-31	N95780							10	11	                                        	
CIC DE 25 DE MAYO		119	060	3363	25 DE MAYO			VERDADERO 		2010-06-02	2011-12-31	FALSO     					N95781							10	9	                                        	
CIC DE SAN JOSÉ		007	060	3306	SAN JOSE			VERDADERO 		2010-08-06	2011-12-31	FALSO     					N95782							10	7	                                        	
MUNICIPALIDAD DE SAN JOSÉ	AVDA. CENTENARIO Nº 417	007	060	3306	SAN JOSE	CARLOS OSCAR RODRÍGUEZ	03758 492049             	FALSO     				FALSO     		CARLOS OSCAR RODRÓGUEZ	2010-08-06	2011-12-31	N95783							10	7	SANJOSEMUNI@YAHOO.COM.AR                	
CIC SANTO PIPÓ		098	120	3326	SANTO PIPO			VERDADERO 		2010-09-01	2011-12-31	FALSO     					N95784							10	8	                                        	
CAPS TACUARA	RUTA 6 KM. 38	098	120	3326	SANTO PIPO	MIRIAM PAOLA ABITBOL		VERDADERO 	MIRIAM PAOLA ABITBO	2010-09-01	2011-12-31	VERDADERO 		CÉSAR LUIS ARROYOS	2010-09-01	2011-12-31	N95785				MIRIAM PAOLA ABITBO			10	8	MIRIAMABITBOL@HOTMAIL.COM               	
CAPS BONITO	RUTA 6 KM. 42	098	120	3326	SANTO PIPO	MIRIAM PAOLA ABITBOL		VERDADERO 	MIRIAM PAOLA ABITBO	2010-09-01	2011-12-31	VERDADERO 		CÉSAR LUIS ARROYOS	2010-09-01	2011-12-31	N95786				MIRIAM PAOLA ABITBO			10	8	MIRIAMABITBOL@HOTMAIL.COM               	
MUNICIPALIDAD DE SANTO PIPÓ	AVDA. SAN MARTÍN S/N	098	120	3326	SANTO PIPO	MABEL CÁCERES	03752 490013             	FALSO     				FALSO     					N95787							10	8	MUNISANTOPIPO@HOTMAIL.COM               	
CIC PAREJHA	BARRIO PAREJHA	042	010	3382	COLONIA VICTORIA	HUGO ALCIDES PANIAGUA	03751 422735             	VERDADERO 	HUGO ALCIDES PANIAGUA	2010-10-08	2011-12-31	VERDADERO 		CASCO ELISERIO	2010-10-08	2011-12-31	N95788				HUGO ALCIDES PANIAGUA			10	10	MUNIVICTORIA@CEEL.COM.AR                	
MUNICIPALIDAD DE COLONIA VICTORIA	KM. 5 DE COLONIA VICTORIA	042	010	3382	COLONIA VICTORIA	CASCO ELISERIO	03751 422735             	FALSO     				FALSO     					N95789							10	10	MUNIVICTORIA@CEEL.COM.AR                	
UNIDAD DE COORDINACIÓN PARA LA ATENCIÓN TEMPRANA		028	030	3300	POSADAS			VERDADERO 		2010-10-08	2012-01-01	FALSO     					N95790							10	6	                                        	
CAPS BELÉN	CALLE Nº 188 Y PASAJE PEATONAL, BARRIO BELÉN	028	030	3300	POSADAS	JAVIER M. ZECHÍN		VERDADERO 	JAVIER M. ZECHÍN	2010-11-04	2011-12-31	VERDADERO 	N10450	LAURA BEATRIZ BLODEK	2008-10-01	2011-12-31	N95791				JAVIER M. ZECHÍN			10	6	JAVIERMARIO2074@YAHOO.COM.AR            	
APS SANTA ANA	AVDA. BELGRANO Nº 450	021	080	3316	SANTA ANA	LUCÍA ELIZABETH VALENZUELA	03752 497014             	VERDADERO 	LUCÍA ELIZABETH VALENZUELA	2010-12-03	2011-12-31	VERDADERO 		MIGUEL JOSÉ MARTYNIUK	2010-12-03	2011-12-31	N95792				LUCÍA ELIZABETH VALENZUELA			10	8	MUNICIPALIDAD_SANTAANA@YAHOO.COM.AR     	
MUNICIPALIDAD DE SANTA ANA	AVDA. BELGRANO Nº 450	021	080	3316	SANTA ANA	MIGUEL JOSÉ MATYNIUK	03752 497014             	FALSO     				FALSO     					N95793							10	8	MUNICIPALIDAD_SANTAANA@YAHOO.COM.AR     	
PROGRAMA DE EDUCACIÓN Y PREVENCIÓN DE SALUD BUCAL	TUCUMAN Nº 2174	028	030	3300	POSADAS	GRACIELA IRIS DA MOTA		VERDADERO 	GRACIELA PIRIS DA MOTTA	2010-12-14	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2011-12-31	N95794				GRACIELA PIRIS DA MOTTA			10	6	GRAPA71@HOTMAIL.COM                     	
CAPS CHAQUITO		007	010	3350	APOSTOLES			VERDADERO 		2011-02-21	2011-12-31	FALSO     					N95795							10	7	                                        	
